label,token,mean_importance,frequency,frequency_pct,weighted_importance
rhetorical_framing,week,0.009905333333333334,3.0,0.01935483870967742,0.01373170774501289
rhetorical_framing,continue,0.009535333333333333,3.0,0.01935483870967742,0.01321877883139853
emotion_appeal,tough,0.15943833333333332,3.0,0.02127659574468085,0.22102846244635346
emotion_appeal,people,0.10029642857142858,7.0,0.04964539007092199,0.20856056005355297
emotion_appeal,love,0.13527166666666665,3.0,0.02127659574468085,0.18752634871928944
emotion_appeal,hope,0.13482666666666668,3.0,0.02127659574468085,0.18690944772859114
emotion_appeal,country,0.07555355555555555,9.0,0.06382978723404255,0.1739684907449197
emotion_appeal,future,0.10726375,4.0,0.028368794326241134,0.17263434587985324
emotion_appeal,faith,0.11994566666666667,3.0,0.02127659574468085,0.16628000134076604
emotion_appeal,peace,0.0859502,5.0,0.03546099290780142,0.15400208473204519
emotion_appeal,world,0.0773184,5.0,0.03546099290780142,0.13853597534556245
emotion_appeal,america,0.0719274,5.0,0.03546099290780142,0.128876600046954
emotion_appeal,aggression,0.09173,3.0,0.02127659574468085,0.12716478174552756
emotion_appeal,tonight,0.086852,3.0,0.02127659574468085,0.12040243785198473
emotion_appeal,day,0.067557,4.0,0.028368794326241134,0.10872879705031052
emotion_appeal,generation,0.06472775,4.0,0.028368794326241134,0.10417529483655634
emotion_appeal,families,0.056324200000000005,5.0,0.03546099290780142,0.10091941869669482
emotion_appeal,government,0.04564575,8.0,0.05673758865248227,0.10029396375094474
emotion_appeal,parents,0.04555483333333333,6.0,0.0425531914893617,0.08864561252185661
emotion_appeal,believe,0.06369633333333334,3.0,0.02127659574468085,0.08830186772401294
emotion_appeal,true,0.063435,3.0,0.02127659574468085,0.08793958279764026
emotion_appeal,things,0.06284275,3.0,0.02127659574468085,0.087118549962267
emotion_appeal,canadians,0.06259933333333333,3.0,0.02127659574468085,0.0867811028098644
emotion_appeal,work,0.039174125000000004,8.0,0.05673758865248227,0.08607435024564124
emotion_appeal,women,0.059785,3.0,0.02127659574468085,0.08287960837955266
emotion_appeal,nations,0.0462438,5.0,0.03546099290780142,0.08285776654308834
emotion_appeal,war,0.051449800000000004,4.0,0.028368794326241134,0.08280525870715198
emotion_appeal,role,0.059049,3.0,0.02127659574468085,0.08185929572976841
emotion_appeal,citizens,0.0582945,3.0,0.02127659574468085,0.08081333663430346
emotion_appeal,times,0.0447722,5.0,0.03546099290780142,0.08022101330817231
emotion_appeal,let,0.040378000000000004,6.0,0.0425531914893617,0.07857195999855544
emotion_appeal,free,0.043466,5.0,0.03546099290780142,0.07788061708946663
emotion_appeal,think,0.055234000000000005,3.0,0.02127659574468085,0.07657058274209605
emotion_appeal,years,0.041785333333333334,5.0,0.03546099290780142,0.07486926667485069
emotion_appeal,make,0.032219375,8.0,0.05673758865248227,0.07079320261641216
emotion_appeal,federal,0.043732,4.0,0.028368794326241134,0.07038393878656807
emotion_appeal,help,0.03310871428571428,7.0,0.04964539007092199,0.06884763587732291
emotion_appeal,great,0.0350935,6.0,0.0425531914893617,0.06828879781587263
emotion_appeal,necessary,0.04779,3.0,0.02127659574468085,0.06625100751791957
emotion_appeal,know,0.040833999999999995,4.0,0.028368794326241134,0.06571978771633405
emotion_appeal,security,0.04081,4.0,0.028368794326241134,0.06568116120643563
emotion_appeal,effort,0.04736233333333333,3.0,0.02127659574468085,0.06565813562948063
emotion_appeal,year,0.033184142857142856,6.0,0.0425531914893617,0.06457336037341567
emotion_appeal,children,0.030195142857142858,7.0,0.04964539007092199,0.06278903441410003
emotion_appeal,time,0.0345798,5.0,0.03546099290780142,0.0619586840940123
emotion_appeal,increase,0.0384385,4.0,0.028368794326241134,0.06186437919709816
emotion_appeal,standards,0.04316433333333333,3.0,0.02127659574468085,0.05983847190149933
emotion_appeal,long,0.033207799999999996,5.0,0.03546099290780142,0.0595003901022314
emotion_appeal,challenge,0.041643,3.0,0.02127659574468085,0.0577294560801156
emotion_appeal,means,0.041184,3.0,0.02127659574468085,0.05709314696836157
emotion_appeal,growing,0.029026399999999997,5.0,0.03546099290780142,0.05200832705760121
emotion_appeal,far,0.03199725,4.0,0.028368794326241134,0.051497587243632015
emotion_appeal,president,0.0282572,5.0,0.03546099290780142,0.050630105673870995
emotion_appeal,new,0.022830777777777776,8.0,0.05673758865248227,0.05016434605303493
emotion_appeal,crisis,0.029713000000000003,4.0,0.028368794326241134,0.047821228692154424
emotion_appeal,does,0.02957525,4.0,0.028368794326241134,0.04759952861971663
emotion_appeal,today,0.02388866666666667,6.0,0.0425531914893617,0.04648519891406603
emotion_appeal,century,0.032696666666666666,3.0,0.02127659574468085,0.045327204627416684
emotion_appeal,face,0.025964,4.0,0.028368794326241134,0.04178744595843898
emotion_appeal,economy,0.0255154,4.0,0.028368794326241134,0.041065452110921045
emotion_appeal,office,0.024592,4.0,0.028368794326241134,0.03957929714257939
emotion_appeal,build,0.02453225,4.0,0.028368794326241134,0.03948313322731145
emotion_appeal,ask,0.028322333333333335,3.0,0.02127659574468085,0.03926309099375792
emotion_appeal,forward,0.02821,3.0,0.02127659574468085,0.039107363927192114
emotion_appeal,support,0.02103966666666667,5.0,0.03546099290780142,0.03769802197940187
emotion_appeal,parliament,0.026773333333333333,3.0,0.02127659574468085,0.0371157210283832
emotion_appeal,making,0.026773333333333333,3.0,0.02127659574468085,0.0371157210283832
emotion_appeal,good,0.0225325,4.0,0.028368794326241134,0.036264659761921364
emotion_appeal,like,0.025319666666666667,3.0,0.02127659574468085,0.03510051112543526
emotion_appeal,present,0.025301333333333332,3.0,0.02127659574468085,0.035075095728814724
emotion_appeal,working,0.02176975,4.0,0.028368794326241134,0.035037060994212256
emotion_appeal,met,0.024818666666666666,3.0,0.02127659574468085,0.03440597765051419
emotion_appeal,states,0.01960275,4.0,0.028368794326241134,0.03154940903796756
emotion_appeal,best,0.022416000000000002,3.0,0.02127659574468085,0.03107517439886347
emotion_appeal,united,0.016739999999999998,4.0,0.028368794326241134,0.026941990654146836
emotion_appeal,home,0.017436666666666666,3.0,0.02127659574468085,0.024172352676727158
emotion_appeal,come,0.016520666666666666,3.0,0.02127659574468085,0.02290250704194134
emotion_appeal,doesn,0.01646,3.0,0.02127659574468085,0.022818405184033396
emotion_appeal,line,0.01622466666666667,3.0,0.02127659574468085,0.022492163911049853
emotion_appeal,able,0.012283,4.0,0.028368794326241134,0.019768725878428053
emotion_appeal,strong,0.013717666666666668,3.0,0.02127659574468085,0.01901672394772229
emotion_appeal,different,0.011951999999999999,3.0,0.02127659574468085,0.01656899020410493
